FOLIO;ID_FICTICIO;FECHA_TERMINO;DURACION;VER_1;VER_2;VER_3;EDU_1_1;EDU_1_2;EDU_1_4;EDU_1_5;EDU_2_1;EDU_2_3;EDU_2_4;EDU_2_5;EDU_2_6;EDU_2_8;EDU_2_9;EDU_2_10;EDU_2_11;EDU_6_1;EDU_6_2;EDU_7_1;EDU_7_2;EDU_8;EDU_10_1;EDU_10_4;EDU_10_5;EDU_11_1;EDU_11_3;EDU_11_3_10;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;ECR_1;ECR_4_1;ECR_4_2;ECR_4_3;ECR_4_4;ECR_4_5;ECR_4_6;ECR_4_7;ECR_5;EMP_1;EMP_2;EMP_3A_0;EMP_3A_1_1;EMP_3A_1_2;EMP_3A_2;EMP_3A_3;EMP_3A_4;EMP_3A_5;EMP_3A_8;EMP_3A_9;EMP_3A_32;EMP_3A_33;EMP_3A_34;EMP_3A_35;EMP_3A_44;EMP_3A_45;EMP_3A_46;EMP_3A_47_1;EMP_3A_47_2;EMP_3A_47_3;EMP_3A_47_4;EMP_3A_47_5;EMP_6_1;EMP_7_1;EMP_7_2;EMP_7_3;EMP_7_4;EMP_7_5;EMP_7_6;EMP_7_7;EMP_7_8;EMP_7_9;EMP_7_10;EMP_7_11;EMP_7_12;EMP_7_13;EMP_7_14;EMP_7_15;EMP_7_16;EMP_7_17;EMP_7_18;EMP_7_19;EMP_8_1;EMP_9_1;EMP_9_2;EMP_9_3;EMP_9_4;EMP_9_5;EMP_9_6;EMP_9_7;EMP_9_8;EMP_9_9;EMP_9_10;EMP_9_11;EMP_9_12;EMP_9_13;GEN_0;GEN_1;GEN_2_1;GEN_2_2_1;GEN_2_2_2;EMP_3B_1;EMP_3B_2;EMP_3B_3;EMP_3B_4;EMP_3B_5;EMP_3B_8;EMP_3B_9;EMP_3B_44;EMP_3B_45;EMP_3B_46;EMP_3B_47_1;EMP_3B_47_2;EMP_3B_47_3;EMP_3B_47_4;EMP_3B_47_5;EMP_3B_48;EMP_3C_0;EMP_3C_1;EMP_10A_1;EMP_10B_0;EMP_10B_1;EMP_10B_2;EMP_10B_4;EMP_10B_5;EMP_10B_8;EMP_10B_9;EMP_10B_44;EMP_10B_45;EMP_10B_46;EMP_11_1;EMP_11_2;EMP_11_3;EMP_11_4;EMP_11_5;EMP_11_6;EMP_11_7;EMP_11_8;EMP_11_9;EMP_11_10;EMP_11_11;GEN_5_1;GEN_5_1_0;GEN_3_1_1;GEN_3_1_2;GEN_3_1_3;GEN_3_1_4;GEN_3_1_5;GEN_3_1_6;GEN_3_1_7;GEN_3_1_8;MOB_1A_1;MOB_1B_1;MOB_1B_2;MOB_1B_3;MOB_1B_6_1;MOB_1B_6_2;MOB_1B_6_3;MOB_1B_6_4;MOB_1B_6_5;MOB_1B_6_6;MOB_1B_6_7;MOB_1B_6_8;MOB_1B_6_9;MOB_1C_1;MOB_1C_2;MOB_1C_3;MOB_1C_6_1;MOB_1C_6_2;MOB_1C_6_3;MOB_1C_6_4;MOB_1C_6_5;MOB_1C_6_6;MOB_1C_6_7;MOB_1C_6_8;MOB_1C_6_9;MOB_4A_1;MOB_4A_2;MOB_4A_3;MOB_4A_4;MOB_5_1;MOB_6;MOB_7_1;MOB_7_2;MOB_7_3;MOB_7_4;MOB_7_5;MOB_7_6;MOB_7_7;CAR_1_1;CAR_1_2;CAR_1_3;CAR_1_4;CAR_3_1;CAR_3_2;CAR_3_3;CAR_3_4;CAR_3_5;CAR_3_6;CAR_3_7;CAR_3_8;CAR_3_9;CAR_3_10;CAR_3_11;CAR_5_1;CAR_6_1;CAR_6_2;CAR_6_3;CAR_6_4;CAR_6_5;CAR_6_6;CAR_6_7;CAR_6_8;CAR_6_9;CAR_6_10;CAR_6_11;CAR_6_12;CAR_7_1;CAR_8_1;CAR_8_2;CAR_9_1;CAR_10_1;CAR_13_1;CAR_14_1;CAR_15_1;CAR_16_1_1;CAR_16_1_2;CAR_16_1_3;CAR_16_1_4;CAR_16_1_5;CAR_16_1_6;CAR_16_1_7;CAR_16_1_8;CAR_17_1_1;CAR_17_1_2;CAR_17_1_3;CAR_17_1_4;CAR_17_1_5;CAR_17_1_6;CAR_17_1_7;CAR_17_1_8;CAR_18_1_1;CAR_18_1_2;CAR_18_1_3;CAR_18_1_4;CAR_18_1_5;CAR_18_1_6;CAR_19_1_1;CAR_19_1_2;CAR_19_1_3;CAR_19_1_4;CAR_19_1_5;CAR_19_1_6;CVD_1_1;CVD_2_1;CVD_2_2;CVD_3_1_1;CVD_3_1_2;CVD_3_1_3;CVD_3_1_4;CVD_3_1_5;CVD_3_1_6;CVD_3_1_7;CVD_3_1_8;CVD_3_1_9;CVD_3_1_10;PER_1_1;PER_1_2;PER_2_1;PER_3_2;PER_4_1;PER_5A_1;PER_5A_2;PER_5A_3;PER_5B_1;PER_6_1;PER_7_1;PER_7_2;PER_7_3;PER_7_4;PER_8_1;PER_8_2;PER_8_3;PER_8_4;PER_8_5;FACT;IMP_DATOS;ÍNDCONOCIMIENTOSDOCTORADO;ÍNDCONOCIMIENTOSEMPLEO;ÍNDDOCTORADO;ÍNDEMPLEOSATISFACCIÓN;ConDocCategorica;ConEmpleoCategorica;AfirDocCategorica;SatEmpleoCategórica
343941760;7723;27-03-2023;0d 0h:19m;1;1;1;Universidad de Paris II;Facultad de derecho;Europa y Asia central;;Administración de empresas y derecho;;;Derecho;;;;;;(2000,2009];2;(2009,2020];1;1;2;2007;Francia;1;2;;5;5;5;999;5;5;5;5;4;4;5;4;5;4;4;5;5;4;999;2;;;;;;;;;1;5;1;1;1;2019;;Chile;999;2;;3;;;4;4;1;44;10;10;;80;;3;4;2;4;2;4;3;5;5;3;4;5;2;5;3;3;3;2;3;2;;2;3;3;4;3;2;3;3;2;3;3;3;2;2;3;2;3;3;1;2;2010;Chile;Biobio;3;1;3;2;4;10;90;;;;1;2;2017;1;1;2010;2019;Chile;Biobio;3;2;1;1;45;5;5;5;2;5;2;5;2;5;4;2;2;;1;1;2;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;1;;9;2;;;;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.83;0.67;0.76;0.69;3;2;3;2
343654621;11546;20-03-2023;0d 0h:28m;1;1;1;UACH;facultad de Filosofía y Humanidades;Chile;Los Rios;Ciencias sociales, periodismo e información;;Ciencias sociales y ciencias del comportamiento;;;;;;;(2009,2020];1;(2009,2020];1;1;2;2010;Chile;1;1;;5;4;5;4;5;5;5;5;5;5;5;5;5;4;5;5;4;5;4;2;;;;;;;;;1;7;1;1;1;2016;;Chile;Los Rios;3;1;2;;6;;1;1;44;20;40;40;;;3;5;3;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;3;3;4;4;3;4;4;4;4;4;3;3;3;1;4;1;4;4;2;;;;;;;;;;;;;;;;;;1;2;2011;2018;Chile;Los Lagos;3;1;3;2;44;5;5;4;1;5;1;3;1;5;5;5;9;;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;1;Estados Unidos;2;2;2;1;2;2;2;1;;1;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;1;;15;2;;3;3;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.95;0.96;0.73;0.88;3;3;3;3
343669095;8373;21-03-2023;0d 1h:51m;1;1;1;Ubarcelona;Facultat d'Economia i Empresa;Europa y Asia central;;Ciencias sociales, periodismo e información;;Ciencias sociales y ciencias del comportamiento;;;;;;;(2000,2009];2;(2009,2020];1;1;2;2005;Chile;1;10;Beca Presidente de la República (luego parte de Becas Chile);5;5;5;4;4;4;5;4;999;4;4;4;4;5;4;5;3;4;4;2;;;;;;;;;1;6;1;1;1;2011;;Chile;999;2;;2;;4;;1;1;44;;10;70;20;;3;4;4;4;4;3;4;4;5;5;5;5;5;4;4;4;4;2;5;3;2;3;3;4;3;2;3;3;4;3;4;3;3;3;1;3;2;2;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;4;4;3;4;2;4;3;3;3;3;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;;3;1;;2;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.81;0.82;0.67;0.79;3;3;2;3
343713291;13117;22-03-2023;0d 0h:19m;1;1;1;USACH;Facultad de Química y Biología;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;999;;;;;(2009,2020];1;(2009,2020];1;1;1;2008;Chile;1;1;;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;2;1;1;Ciencias naturales;Ciencias químicas;;;;;;3;1;4;1;1;1;2008;;Chile;Valparaíso;3;1;2;;1;;1;1;44;50;20;30;;;3;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;;1;1;4;4;1;3;2;2;2;2;1;2;1;2;1;2;4;4;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;1;5;1;1;1;5;5;1;5;;1;2;2;2;2;2;2;2;1;España;2017;2017;2;2;1;2;2;2;2;2;;;;;;;;;;;;;;1;1;2;2;3;;;;;;;;;1;2;1;2;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;1;1;;16;2;;4;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.91;0.87;0.64;0.5;3;3;2;2
343713444;492;22-03-2023;0d 0h:13m;1;1;1;Ecole Nationale Superiure Agronomique de Montpellier;Fisiología Vegetal;Europa y Asia central;;Agricultura, silvicultura, pesca y veterinaria;;;;;;Agricultura;;;(1979,1989];2;(1979,1989];1;1;1;1979;Chile;2;;;5;5;5;5;5;4;5;5;4;4;5;4;5;5;5;5;4;5;4;2;;;;;;;;;1;5;1;1;2;2019;;Chile;Magallanes;2;;2;;0;;3;1;44;50;;50;;;3;5;5;5;4;4;4;4;4;5;5;4;5;5;5;5;5;5;5;5;;3;3;3;3;3;3;3;3;3;4;4;3;3;2;4;1;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;4;4;4;4;5;3;3;5;4;4;3;;1;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;9;2;;4;2;;;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.94;0.94;0.8;0.79;3;3;3;3
343713718;7140;22-03-2023;0d 0h:29m;1;1;1;PUC;Facultad de Letras;Chile;Metropolitana;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];1;(2009,2020];2;1;2;2004;Chile;1;8;;5;4;5;999;4;999;5;999;5;4;4;999;5;4;999;999;999;999;999;2;;;;;;;;;1;6;1;1;1;2018;;Chile;999;1;;1;3;;;1;1;45;10;;90;;;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;2;3;2;2;;;;;;;;;;;;;;;;;;999;;;;;;;;;;;5;5;5;5;5;1;5;1;5;5;1;999;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;;2;2;;4;1;0;0;2;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;(1950,1959];Los Lagos;1;Chile;;;2;1;0;1;4;0;1;1;1;1;1;6.8;2;0.47;1;0.78;1;2;3;3;3
343713757;2924;22-03-2023;0d 0h:22m;1;1;1;Ubarcelona;Departamento de Diseño e Imagen;Europa y Asia central;;Artes y humanidades;Humanidades;;;;;;;;(2000,2009];2;(2000,2009];1;2;2;1997;España;1;10;Conicyt  por un año;5;5;4;3;3;3;5;5;5;5;5;5;5;4;4;4;3;3;3;2;;;;;;;;;1;5;1;1;1;1989;;Chile;Metropolitana;3;1;2;;3;;1;1;50;50;30;;20;;3;4;5;4;3;2;3;5;5;5;5;4;4;4;4;4;3;2;4;3;2;4;3;4;3;2;3;4;3;3;4;4;4;2;2;4;2;4;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;3;4;2;4;2;3;5;2;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;1;2;1;2;;15;2;;4;2;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.83;0.77;0.73;0.83;3;3;3;3
343539418;2559;15-03-2023;0d 0h:41m;1;1;1;Universidade Estadual de Campinas (UNICAMP);Facultade de Ingenharia Química-Departamento de materiais e bioprocessosesos;América Latina y el Caribe;;Ingeniería, industria y construcción;;;;;Fabricación y procesos;;;;(2000,2009];1;(2009,2020];2;1;2;1989;Chile;6;;;5;4;4;4;5;5;5;4;999;5;999;4;999;5;5;5;3;4;2;2;;;;;;;;;1;5;1;1;1;1989;;Chile;999;3;1;2;;1;;1;1;45;50;40;10;;;3;4;4;4;2;2;2;4;3;5;4;2;2;4;2;4;3;4;4;2;2;4;4;4;3;3;3;4;4;3;3;3;3;3;1;1;1;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;4;4;4;1;4;1;4;5;1;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;999;999;999;999;999;;;;;;;;;1;1;1;1;;;;;;;;;;;;;1;2;2;2;1;2;2;1;2;1;2;;30;2;;4;1;10;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.73;0.64;0.69;0.85;3;2;2;3
343717737;14441;22-03-2023;0d 0h:39m;1;1;1;PUC;Departamento de biología celular y molecular;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2009,2020];1;(2009,2020];1;1;2;2013;Chile;1;1;;5;2;5;1;5;4;5;5;5;4;5;4;5;4;5;5;5;4;1;1;Ciencias naturales;Ciencias biológicas (se excluyen las ciencias médicas y de la agricultura);;;;;;4;1;4;2;;;;2;Chile;Metropolitana;3;1;2;;1;;3;2;22;100;;;;;3;5;1;5;1;5;3;5;5;5;5;5;5;5;4;5;5;5;5;1;;2;1;1;2;1;3;4;3;4;3;1;2;1;2;3;1;4;3;2;;;;;;;;;;;;;;;;;;1;1;999;999;Chile;Metropolitana;3;1;3;2;11;5;5;5;3;5;1;5;3;5;5;1;9;;2;1;2;2;1;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;1;2;2;1;2;2;2;1;;6;2;;4;3;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.83;0.84;0.78;0.54;3;3;3;2
343718117;3428;22-03-2023;0d 1h:5m;1;1;1;University of New Mexico;999;América del norte;;Ciencias naturales, matemáticas y estadística;;;;Medioambiente;;;;;(1989,1999];2;(1989,1999];2;1;1;1987;Chile;2;;;5;4;5;2;5;5;4;4;999;5;999;999;999;4;5;5;5;999;4;2;;;;;;;;;1;9;1;1;1;1993;;Chile;Metropolitana;3;1;2;;1;;1;1;44;30;30;30;10;;3;4;5;5;2;4;4;4;4;5;5;5;5;5;4;4;5;5;5;3;;3;3;4;3;3;4;4;4;4;4;4;4;3;2;4;1;4;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;5;5;2;4;2;5;2;5;5;2;1;;1;1;1;2;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;2;1;2;1;1;2;1;1;;30;3;6;4;5;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.65;0.87;0.75;0.9;2;3;3;3
343718329;2438;22-03-2023;0d 0h:39m;1;1;1;UDEC;Facultad de Ingeniería Agrícola;Chile;Ñuble;Agricultura, silvicultura, pesca y veterinaria;;;;;;Agricultura;;;(2000,2009];1;(2000,2009];2;1;2;2002;Chile;6;;;4;4;4;4;5;4;4;4;4;3;5;4;4;4;4;4;3;4;3;2;;;;;;;;;1;6;1;1;1;1997;;Chile;Ñuble;2;;2;;1;;1;1;42;90;;10;;;3;5;5;5;5;4;4;5;5;5;5;5;4;5;4;5;5;5;5;4;2;3;3;4;4;3;3;4;3;3;3;4;3;3;1;4;2;2;2;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;4;4;2;4;1;4;2;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;1;;;;;;;;;;;;;;1;2;2;1;1;1;1;1;2;1;1;;14;2;;2;3;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.79;0.95;0.65;0.83;3;3;2;3
343720592;423;22-03-2023;0d 0h:14m;1;1;1;City University of New York;Biology Department, City College;América del norte;;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(1979,1989];1;(1989,1999];1;1;1;1983;Chile;3;;;5;2;5;1;4;4;5;5;5;5;5;5;5;4;5;5;5;5;1;2;;;;;;;;;1;8;1;1;1;1993;;Chile;Metropolitana;3;1;2;;1;;2;1;70;35;25;20;10;10;3;5;1;5;1;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;;1;3;2;4;2;1;4;2;4;2;4;3;1;2;3;2;1;1;2;;;;;;;;;;;;;;;;;;999;;;;;;;;;;;5;5;5;1;5;1;4;1;4;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;Estados Unidos;2;2;2;2;1;2;2;1;1;;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;2;;40;2;;2;2;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.85;0.84;0.67;0.63;3;3;2;2
343730116;18116;23-03-2023;0d 0h:57m;1;1;1;UDEC;Departamento de Enfermeria;Chile;Biobio;Salud y bienestar;;;;;;;Salud;;(2000,2009];1;(2009,2020];2;1;2;2003;Chile;6;;;4;4;5;2;5;4;5;4;5;5;5;4;5;3;4;4;3;4;2;2;;;;;;;;;1;6;1;1;1;2000;;Chile;Biobio;3;1;2;;2;;1;1;44;20;30;50;;;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;3;4;4;4;4;3;4;4;4;4;3;4;4;2;4;2;3;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;3;1;4;1;4;1;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;1;2;2;1;2;2;1;1;2;2;2;;12;2;;4;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.81;0.99;0.64;0.94;3;3;2;3
343734258;17794;23-03-2023;0d 0h:33m;1;1;1;Universidad de Oviedo;Departamento de Filosofía;Europa y Asia central;;Artes y humanidades;Humanidades;;;;;;;;(1989,1999];2;(1999,2000];1;2;1;1993;España;2;;;4;4;5;999;3;3;4;4;5;3;5;2;5;3;3;3;2;2;999;2;;;;;;;;;1;5;1;1;1;2009;;Chile;Biobio;3;1;2;;3;;1;1;44;50;40;;10;;3;5;4;5;1;4;3;4;5;5;3;4;5;5;4;3;1;4;2;1;2;1;2;4;4;3;2;4;3;3;3;3;3;3;2;1;2;2;1;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;4;2;2;3;1;3;5;5;5;1;1;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;1;;22;3;12;4;5;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.63;0.72;0.6;0.73;2;3;2;3
343167836;9355;15-03-2023;6d 21h:21m;1;1;1;Universidad del Biobío;Matemática;Chile;Biobio;Ciencias naturales, matemáticas y estadística;;;;Matemática y estadística;;;;;(2009,2020];1;(2009,2020];2;1;2;999;Chile;1;1;;5;4;5;3;5;5;4;3;5;4;5;5;5;5;5;3;3;999;999;2;;;;;;;;;1;5;1;1;2;2020;;Chile;Biobio;3;1;2;;1;;2;1;40;50;40;10;;;3;5;5;5;3;5;4;4;5;3;3;5;5;5;5;4;4;5;3;2;;4;4;3;4;4;4;4;4;3;4;4;4;4;2;1;2;4;3;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;5;5;5;2;5;1;4;2;5;5;1;999;;2;2;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;3;;;;;;;;;1;1;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;1;2;;5;3;18;2;3;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.78;0.84;0.73;0.96;3;3;3;3
343737293;15326;23-03-2023;0d 0h:24m;1;1;1;UNAB;Facultad de Ciencias de la Vida;Chile;Metropolitana;Ciencias naturales, matemáticas y estadística;;;;Ciencias biológicas y afines;;;;;(2009,2020];1;(2009,2020];1;1;1;2012;Chile;1;1;;5;2;5;1;2;1;3;3;1;4;5;2;5;5;4;4;4;2;1;2;;;;;;;;;1;4;2;;;;2;Chile;Los Lagos;1;;9;;;;4;2;10;999;999;999;999;999;2;3;3;4;5;5;5;5;5;5;5;5;4;4;4;3;4;3;4;2;;1;1;1;4;2;2;4;4;4;4;2;2;4;2;3;2;3;3;1;2;2019;Chile;Los Lagos;1;;4;2;20;;;;100;;2;;;2;;;;;;;;;;;1;3;1;1;1;3;3;3;3;3;3;1;;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;3;;;;;;;;;2;;;;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;;10;1;;4;1;0;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.62;0.82;0.45;0.67;2;3;2;2
343576989;8345;16-03-2023;0d 0h:13m;1;1;1;University of Michigan;Department of Mathematics;América del norte;;Ciencias naturales, matemáticas y estadística;;;;Matemática y estadística;;;;;(2000,2009];2;(2000,2009];1;1;2;2003;Chile;2;;;4;5;5;999;5;3;4;4;5;5;5;4;5;5;4;4;5;1;1;2;;;;;;;;;1;9;1;1;1;2011;;Chile;Metropolitana;3;1;2;;1;;1;1;45;60;20;20;;;3;3;3;5;3;3;3;3;3;5;5;5;4;4;4;5;5;5;1;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;3;;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;5;5;5;4;1;5;1;5;5;5;1;;2;2;2;2;2;2;2;2;1;999;;;;;;;;;;;;;;;;;;;;;;;;999;999;999;999;1;Alemania;999;999;999;999;999;999;999;1;1;;;;;;;;;;;;;;;2;2;2;2;1;2;2;1;2;2;2;;8;2;;2;4;1;0;2;;;;;;;;;;;;;;;;;5;5;5;5;5;5;3;4;4;4;4;2;2;1;2;2;1;2;2;2;2;2;2;;2;1;1;(1950,1959];Metropolitana;1;Chile;;;2;1;0;0;0;0;1;1;1;1;1;6.8;2;0.78;0.74;0.8;1;3;3;3;3
